OBJECTID,STUD_AR_ID,STUD_AR_NM,STUD_AR_LBL,TOOLKIT_ID,Acres,AC_PER_1K,RepPrkAc,NEED_DESCP,PCT_Walk,aggregationMethod,HasData,ORIGINAL_OID,sourceCountry,populationtotals_totpop_cy,householdtotals_avghhsz_cy,householdincome_medhinc_cy,educationalattainment_nohs_cy,educationalattainment_somehs_cy,educationalattainment_hsgrad_cy,educationalattainment_ged_cy,educationalattainment_smcoll_cy,educationalattainment_asscdeg_c,educationalattainment_bachdeg_c,educationalattainment_graddeg_c,educationalattainment_educbasec,sports_mp33003a_b_i,sports_mp33004a_b_i,sports_mp33005a_b_i,sports_mp33012a_b_i,sports_mp33014a_b_i,sports_mp33015a_b_i,sports_mp33016a_b_i,sports_mp33020a_b_i,sports_mp33024a_b_i,sports_mp33025a_b_i,sports_mp33026a_b_i,sports_mp33028a_b_i,sports_mp33029a_b_i,sports_mp33030a_b_i,F5yearincrements_pop0_cy,F5yearincrements_pop5_cy,F5yearincrements_pop10_cy,F5yearincrements_pop15_cy,F5yearincrements_pop20_cy,F5yearincrements_pop25_cy,F5yearincrements_pop30_cy,F5yearincrements_pop35_cy,F5yearincrements_pop40_cy,F5yearincrements_pop45_cy,F5yearincrements_pop50_cy,F5yearincrements_pop55_cy,F5yearincrements_pop60_cy,F5yearincrements_pop65_cy,F5yearincrements_pop70_cy,F5yearincrements_pop75_cy,F5yearincrements_pop80_cy,F5yearincrements_pop85_cy,F5yearincrements_pop18up_cy,F1yearincrements_age18_cy,F1yearincrements_age19_cy,MEAN_Asthma,MEAN_Low_Birth_Weight,MEAN_Cardiovascular,aggregationMethod_1,HasData_1,ORIGINAL_OID_1,sourceCountry_1,raceandhispanicorigin_hisppop_c,raceandhispanicorigin_nonhisp_c,raceandhispanicorigin_nhspwht_c,raceandhispanicorigin_nhspblk_c,raceandhispanicorigin_nhspai_cy,raceandhispanicorigin_nhspasn_c,raceandhispanicorigin_nhsppi_cy,raceandhispanicorigin_nhspoth_c,raceandhispanicorigin_nhspmlt_c,Age0_17Pct,Age18_34Pct,Age35_54Pct,Age55_69Pct,Age70upPct,HispanicPct,WhitePct,Black_Pct,Asian_Pct,Am_Indian,Pac_Island,Other_Race,Multi_Race,No_HS,HS_Grad,Some_College,College,unemprt_cy,SHAPE_Length,SHAPE_Area
1,129,City of LA Brentwood - Pacific Palisades,City of LA Brentwood - Pacific Palisades,129,24319.32346322,6.523099,378.979,Moderate,29.70495518,,,,,57812,2.24,164440,409,453,1607,143,4500,1795,16222,17497,42626,100,101,116,86,152,177,115,179,108,88,147,219,96,137,2446,2833,3508,3395,3004,3614,3628,3472,2996,3409,3877,4307,4032,3658,3343,2659,1670,1961,46950,687,632,11.66187663,2.1935377,4.66812088,BlockApportionment:US.BlockGroups,1,1,US,3351,54461,46347,660,54,4983,30,132,2254,18.78848682,20.00449734,23.79090846,20.75174704,16.6626306,5.79637446,80.16847713,1.1416315,8.61931779,0.09340621,0.05189234,0.2283263,3.89884453,2,4,15,79,12.6,167420.88760282,-1059345492.66315
2,147,City of LA Westlake,City of LA Westlake,147,1943.36493139,0.668962,76.649,Very High,81.37861138,,,,,117445,2.89,33363,21676,9006,14709,1125,9319,4137,12693,4004,76669,88,110,86,104,22,57,63,75,143,112,54,93,109,72,8358,7811,7147,7307,10152,12621,11329,9762,7944,7160,6064,5444,4645,3846,3003,1977,1385,1490,90103,1557,1724,49.9481828,5.91002084,6.07631772,BlockApportionment:US.BlockGroups,1,2,US,85178,32267,5608,4422,171,20513,115,285,1153,23.28068458,31.8302184,26.33573162,11.86512836,6.68823705,72.52586317,4.77500106,3.76516667,17.46604794,0.14560007,0.09791817,0.24266678,0.98173613,40,21,18,22,18.2,40570.3810979055,-84652637.7997787
3,136,City of LA Encino - Tarzana,City of LA Encino - Tarzana,136,12988.79854464,8.805535,627.412,Moderate,10.459357,,,,,73694,2.42,96514,1507,1687,6887,607,9915,3925,16544,13358,54430,98,97,112,88,121,141,106,135,120,91,125,146,80,124,3531,3929,4465,3814,3525,3725,3981,5164,4808,5002,5082,5282,4978,4519,4102,2992,2207,2588,59375,725,696,29.77232456,3.76307606,5.98795002,BlockApportionment:US.BlockGroups,1,3,US,9438,64256,52382,2473,88,5268,95,166,3784,19.43034711,17.1682905,27.2152414,20.0545499,16.13292805,12.80701278,71.0804136,3.35576845,7.14847884,0.11941271,0.12891144,0.22525579,5.13474638,6,14,25,55,14.2,111443.208133232,-565789801.43872
4,139,City of LA Sunland - Tujunga - Lake View Terrace - Shadow Hills,City of LA Sunland - Tujunga - Lake View Terrace - Shadow Hills,139,16428.80193837,8.599252,559.218,Low,42.8268028,,,,,63948,2.96,76261,3219,3073,10882,780,10615,4509,8790,4577,46445,116,103,108,82,80,107,81,112,152,101,93,95,80,105,3232,3390,3658,3541,3681,4478,4746,4555,3817,3971,4299,4678,4672,3960,2959,1917,1204,1192,51534,729,679,36.52757603,3.18490408,7.34176878,BlockApportionment:US.BlockGroups,1,4,US,22787,41160,30302,2232,145,6251,43,143,2044,19.41264778,22.38224808,26.02426972,20.8137862,11.37173954,35.63363983,47.38537562,3.4903359,9.77512979,0.22674673,0.06724213,0.22361919,3.19634703,14,25,33,29,15.2,196258.103867203,-715635749.883678
5,059,City of LA Central City North,City of LA Central City North,59,2022.34995721,1.554053,34.716,High,49.44870496,,,,,27580,2.33,50355,2965,3162,3286,760,3212,1076,4862,1954,21277,108,134,123,108,98,105,106,130,163,120,90,166,136,95,793,723,743,1281,2763,3439,3123,2619,2161,2076,1766,1400,1239,1074,847,602,416,517,24799,315,443,65.34411421,5.97337301,5.3789496,BlockApportionment:US.BlockGroups,1,5,US,7816,19764,3806,3523,37,11847,44,65,442,10.08339376,36.5591008,31.2617839,13.4626541,8.63669326,28.33937636,13.79985497,12.77374909,42.95503988,0.13415518,0.1595359,0.23567803,1.60261059,29,19,20,32,17.4,60051.8662870227,-88093211.7620401
6,138,City of LA Silver Lake - Echo Park - Elysian Valley,City of LA Silver Lake - Echo Park - Elysian Valley,138,4552.37148682,8.837859,634.451,Moderate,55.52375453,,,,,72021,2.5,74284,5401,3226,7190,588,8214,3350,17098,8861,53928,91,109,97,98,55,115,87,117,142,118,94,110,91,97,3380,3247,3253,3401,4811,6783,6655,6744,5851,5330,5068,4397,3716,3191,2334,1621,1077,1161,60109,670,699,42.39291806,3.80596684,6.2143184,BlockApportionment:US.BlockGroups,1,6,US,34568,37453,19083,1422,127,14823,59,183,1755,16.53962039,27.23927743,31.92541064,15.69542217,8.59888088,47.99711195,26.49643854,1.97442413,20.58149706,0.17633746,0.08192055,0.25409256,2.43678927,16,14,21,48,18,68554.9811589244,-198300508.76131
7,120,City of LA Sun Valley - La Tuna Canyon,City of LA Sun Valley - La Tuna Canyon,120,10504.56866782,1.199641,110.397,High,29.38255906,,,,,91375,3.85,60161,11153,6763,14627,989,10403,4208,9020,2895,60058,121,80,80,80,44,79,55,84,124,84,67,69,94,74,6215,6316,6272,5956,6557,7872,7778,6808,5766,5740,5410,5114,4605,3911,2910,1797,1156,1190,69130,1230,1285,63.39506795,4.92288871,8.4433045,BlockApportionment:US.BlockGroups,1,7,US,63251,28124,16666,1615,168,8084,84,211,1297,24.34473324,27.05554036,25.96333789,14.91655267,7.71874145,69.22134063,18.23912449,1.76744186,8.84705882,0.18385773,0.09192886,0.23091655,1.41942544,30,26,24,20,17.1,119815.314922069,-457577180.856192
8,094,City of LA North Hollywood - Valley Village,City of LA North Hollywood - Valley Village,94,6791.46884905,1.123886,158.387,Very High,39.17328067,,,,,141888,2.57,57290,8569,7680,17330,1511,20667,9015,26112,9096,99980,101,111,104,99,62,107,84,117,158,120,90,118,100,94,7876,7667,7625,7691,11048,13988,12723,11838,10105,9595,9193,8588,7348,5902,4366,2652,1750,1933,114304,1589,1687,48.62466327,5.32852318,8.73523216,BlockApportionment:US.BlockGroups,1,8,US,66907,74980,53103,6808,264,10293,155,537,3821,19.44068561,28.92069802,28.70644452,15.39101263,7.54186401,47.15479815,37.42599797,4.79815065,7.25431326,0.18606225,0.10924109,0.37846752,2.6929691,16,19,30,35,18.8,79857.5450631096,-295835199.720383
9,096,City of LA Sylmar,City of LA Sylmar,96,7888.76017572,4.221127,342.861,Moderate,35.08985482,,,,,84322,3.93,74259,9419,5781,13292,1691,9946,3898,7004,2599,53630,124,88,82,79,52,87,53,94,121,74,75,59,92,77,6020,6224,6285,6270,5893,6813,6980,6274,5318,5328,5100,4617,4112,3269,2299,1564,1006,949,61870,1197,1151,62.80624317,5.1933432,7.88620028,BlockApportionment:US.BlockGroups,1,9,US,66927,17395,9250,2379,226,4481,38,145,877,26.62650317,26.13078437,26.11418135,14.22878964,6.89974147,79.37074548,10.96985366,2.82132777,5.31415289,0.26802021,0.04506534,0.17195987,1.04006072,28,28,26,18,14.9,112509.611563987,-343633018.718054
10,117,City of LA Arleta - Pacoima,City of LA Arleta - Pacoima,117,6619.44212776,4.540436,481.129,High,37.23389871,,,,,106759,4.71,59845,17445,9067,17404,1536,9031,3155,5505,1287,64430,128,61,71,76,32,64,48,68,116,80,55,62,94,58,8776,8718,8397,7998,8439,9814,9195,7828,6615,6157,5998,5197,4506,3408,2341,1502,987,880,76092,1609,1615,63.52115588,4.90922616,6.85310288,BlockApportionment:US.BlockGroups,1,10,US,96156,10603,3280,2981,141,3439,73,148,541,28.72544703,28.73013048,24.91405877,12.28093182,5.34849521,90.06828464,3.07234051,2.79227044,3.22127408,0.13207317,0.06837831,0.13863,0.50674885,41,29,19,11,17.6,83955.5702628773,-288341745.714597
11,106,City of LA Venice,City of LA Venice,106,2006.30703855,0.874883,32.641,Very High,75.91530249,,,,,39048,1.96,109977,761,810,2439,263,4787,1095,13010,8079,31244,116,131,105,109,121,184,116,182,110,109,134,213,116,114,1524,1444,1441,1387,2008,3199,3813,3822,3573,3228,3049,2556,2276,1914,1683,1007,562,562,33841,264,325,30.57993785,4.18851645,6.98948677,BlockApportionment:US.BlockGroups,1,11,US,7426,31622,25325,1826,99,2580,62,132,1598,13.3348699,24.60817455,35.01331694,17.27617292,9.76746568,19.01761934,64.85607457,4.67629584,6.60725261,0.25353411,0.15877894,0.33804548,4.0923991,5,9,19,67,15.5,55685.8692217488,-87394385.0205997
12,095,City of LA Reseda - West Van Nuys,City of LA Reseda - West Van Nuys,95,7777.61559457,2.848411,319.438,High,27.73052784,,,,,112326,3.21,66465,9080,6528,16264,1499,16221,5791,15291,6618,77292,117,100,95,88,60,95,64,105,157,94,82,81,87,92,6695,6978,7260,6822,7279,8845,8929,8155,7306,7646,7631,7306,6281,5002,3795,2331,1670,2396,87329,1379,1379,68.53412164,4.79517948,9.99693413,BlockApportionment:US.BlockGroups,1,12,US,58307,54019,32541,3814,212,13854,115,365,3117,22.25397504,24.75918309,27.36499119,16.54915158,9.07358937,51.90872995,28.97014048,3.39547389,12.33374286,0.18873636,0.10238057,0.32494703,2.7749586,20,23,28,28,16.2,86655.7213960548,-338791580.128929
13,135,City of LA Boyle Heights,City of LA Boyle Heights,135,3827.13894755,0.625703,53.771,Very High,75.21765694,,,,,86871,3.86,39678,15474,9403,11221,838,6979,1868,4381,1360,51524,128,36,74,72,21,41,60,39,112,100,35,85,94,46,7246,7125,6743,6867,7366,7997,6866,6203,5272,5087,4555,3918,3349,2703,2041,1444,943,1146,61627,1399,1338,70.94627482,5.35796072,9.26858886,BlockApportionment:US.BlockGroups,1,13,US,82273,4598,1189,515,107,2408,27,165,186,29.0591797,28.73916497,24.30845737,11.47678742,6.41641054,94.70709443,1.36869611,0.59283305,2.77192619,0.12317114,0.03108057,0.1899368,0.21411058,48,23,17,11,16.6,57448.7275862197,-166709505.715326
14,130,City of LA Mission Hills - Panorama City - North Hills,City of LA Mission Hills - Panorama City - North Hills,130,7563.98411177,0.464389,69.545,Very High,50.98015008,,,,,146361,3.79,56823,16418,10098,23512,1675,15568,5664,15710,3675,92320,112,84,83,87,42,73,58,80,127,91,63,77,98,74,10828,10610,10365,10296,11942,13015,11892,10519,9110,9034,8654,7851,6790,5345,3922,2546,1698,1944,108475,2051,2162,72.98742668,5.5706206,7.87085755,BlockApportionment:US.BlockGroups,1,14,US,101463,44899,16928,4150,181,21113,179,382,1966,25.88531098,28.05528795,25.49654621,13.65527702,6.90757784,69.32379527,11.56592262,2.8354548,14.42529089,0.12366682,0.12230034,0.26099849,1.34325401,29,27,23,21,17.7,105321.183354311,-329485829.961269
15,073,City of LA Granada Hills - Knollwood,City of LA Granada Hills - Knollwood,73,10388.46593421,2.240001,139.85,Moderate,13.47234788,,,,,62303,3.04,93583,2331,2338,8886,814,9150,3702,12122,6361,45704,110,105,113,75,105,126,95,120,118,89,109,110,80,115,2788,3133,3490,3509,3678,4305,4730,4304,3722,4036,4334,4662,4322,3562,2774,1947,1357,1650,50760,704,673,46.24930849,4.4034453,6.56989559,BlockApportionment:US.BlockGroups,1,15,US,19964,42339,25673,2008,101,12273,56,183,2044,18.52719773,22.61528337,26.31654976,20.13707205,12.40389708,32.0434008,41.20668347,3.22295877,19.6988909,0.16211097,0.08988331,0.29372582,3.2807409,10,21,28,40,14.8,95528.7473865208,-452519766.00972
16,085,City of LA West Los Angeles,City of LA West Los Angeles,85,4573.89853748,0.982705,78.639,High,36.57506296,,,,,78716,2.12,100358,1740,1133,4462,331,7481,2984,23426,18399,59956,108,122,120,107,118,165,115,168,128,109,130,190,115,113,3696,3531,3507,3027,5001,7311,7827,6993,5606,5076,4688,4688,4288,3920,3259,2288,1648,2363,66175,572,647,20.81528024,4.43216989,6.36535368,BlockApportionment:US.BlockGroups,1,16,US,11262,67454,46731,2092,73,14504,61,329,3665,15.93195792,27.1329844,28.4097261,16.38294629,12.14238528,14.30712943,59.36658367,2.65765537,18.42573301,0.09273845,0.07749378,0.41795823,4.65597845,5,8,17,70,14.4,81867.0373744855,-199238223.337291
17,118,City of LA Central City,City of LA Central City,118,2234.88863896,0.394437,14.976,Very High,91.82899876,,,,,56599,1.53,45987,3557,3908,6658,1021,8176,2762,13031,8119,47232,86,126,99,95,95,86,97,116,124,100,77,134,110,80,1483,1270,1191,1605,3818,6511,6728,5381,4318,4122,3964,3871,3118,2474,2282,1752,1312,1400,52044,419,575,88.70856445,5.18570802,6.50552716,BlockApportionment:US.BlockGroups,1,17,US,16472,40127,12688,10339,251,14896,70,124,1760,8.04784537,31.89278963,31.42281666,16.71937667,11.9189385,29.10298769,22.4173572,18.26710719,26.31848619,0.44347073,0.1236771,0.21908514,3.10959558,16,16,23,45,17.4,40848.3967985716,-97351359.7066074
18,043,City of LA Harbor Gateway,City of LA Harbor Gateway,43,3240.64590786,0.440668,18.657,High,45.2714146,,,,,42289,3.43,53499,3759,2862,5864,425,5876,2095,4519,1276,26676,111,86,79,87,40,66,59,78,125,95,60,70,96,72,3153,3134,3065,2991,3271,3710,3382,3063,2750,2647,2491,2310,1968,1522,1076,763,475,519,31136,608,582,61.85054319,6.32121135,7.97267838,BlockApportionment:US.BlockGroups,1,18,US,25174,17115,2951,5797,55,7180,242,102,788,26.37328856,27.31916101,25.89562298,13.71515051,6.69914162,59.52848258,6.97817399,13.70805647,16.97841046,0.13005746,0.57225283,0.24119747,1.86336872,25,24,30,22,18.2,114278.117639013,-141161934.012284
19,105,City of LA Palms - Mar Vista - Del Rey,City of LA Palms - Mar Vista - Del Rey,105,5263.03361548,0.522371,58.55,Very High,38.03056183,,,,,115130,2.21,79269,4710,3636,7890,803,15009,4530,28526,21253,86357,99,124,111,106,94,147,107,149,132,109,119,149,99,106,5550,5024,5082,4870,8249,12758,12424,10530,8175,7534,7054,6739,6013,5009,3800,2696,1697,1925,96653,980,1069,30.42324589,4.51923715,6.48083447,BlockApportionment:US.BlockGroups,1,19,US,35378,79752,44720,5836,203,23580,252,547,4614,16.04881438,30.81733692,28.91774516,15.42690871,8.78832624,30.72874142,38.84304699,5.06905238,20.48119517,0.17632242,0.218883,0.47511509,4.00764353,10,10,23,58,15.7,133124.31622111,-229256827.260316
20,087,City of San Fernando,City of San Fernando,87,1518.21369046,1.376143,33.421,High,80.410182,,,,,24473,3.96,59864,3332,1918,4283,443,2665,744,1420,361,15166,128,67,72,78,36,72,45,76,119,76,60,56,96,63,1862,1919,1929,1814,1783,1988,1947,1926,1598,1505,1368,1235,1106,931,612,432,268,250,17671,351,371,72.44482077,5.93587956,5.77500263,BlockApportionment:US.BlockGroups,1,20,US,22839,1634,1104,134,60,212,18,13,93,27.79389531,26.31471417,26.13901034,13.36983615,6.38254403,93.3232542,4.51109386,0.54754219,0.86626078,0.24516814,0.07355044,0.05311976,0.38001062,35,31,22,12,15.9,36598.461940525,-66133123.8231091
21,077,City of Monrovia,City of Monrovia,77,8800.75112614,0.9,33.5,Low,57.88223164,,,,,38556,2.67,82849,1550,1039,4787,426,6097,2543,6329,4182,26953,116,110,120,92,86,119,84,123,157,100,103,113,83,111,2227,2294,2460,2271,2353,2941,2705,2650,2605,2492,2633,2624,2405,2015,1477,1036,638,731,30192,454,434,31.29621216,4.66612264,7.01285041,BlockApportionment:US.BlockGroups,1,21,US,16017,22539,14138,2314,87,4689,71,87,1153,21.69312169,23.04959021,26.92187986,18.26953003,10.06847183,41.54217242,36.66874157,6.00165992,12.16153128,0.22564581,0.18414773,0.22564581,2.99045544,10,19,32,39,16.9,144305.067252934,-383359185.613521
22,066,City of La Canada Flintridge,City of La Canada Flintridge,66,5534.46288829,0.216081,4.445,Very Low,32.79669751,,,,,20478,2.98,188636,110,157,883,31,1860,720,5381,5447,14589,79,78,121,72,158,161,111,166,107,73,151,192,73,147,690,979,1558,1631,1032,802,748,740,915,1312,1745,2016,1859,1420,1133,803,550,548,16192,317,254,14.35221125,3.27238342,5.57464844,BlockApportionment:US.BlockGroups,1,22,US,1437,19042,12218,102,5,6003,4,49,661,20.9297783,15.39701143,23.01005958,25.85701729,14.81589999,7.01728684,59.66402969,0.49809552,29.31438617,0.02441645,0.01953316,0.23928118,3.22785428,2,6,18,74,11.1,91553.8515427094,-241080239.090016
23,166,City of Arcadia,City of Arcadia,166,7108.04212812,1.297628,74.794,Low,69.63672744,,,,,57422,2.87,101862,1971,1222,6051,386,5902,3623,14740,8773,42668,94,104,98,70,83,138,95,139,106,85,105,164,82,128,2261,2522,3045,3446,3481,3675,3360,3380,3163,3833,4405,4734,4203,3558,2924,2084,1542,1804,47497,685,664,17.60032995,4.0884254,5.25607492,BlockApportionment:US.BlockGroups,1,23,US,6999,50423,12573,563,70,35906,15,79,1217,17.28431612,20.66281216,25.74100519,21.75995263,14.54843091,12.18870816,21.89578907,0.98046045,62.53004075,0.1219045,0.02612239,0.13757793,2.11939675,7,15,22,55,13.6,132457.424904728,-309625076.597096
24,176,City of Burbank,City of Burbank,176,11082.26949921,1.078017,117.4,Low,64.28076728,,,,,106725,2.49,80693,3131,3179,13210,1203,16697,7381,23825,10666,79292,107,115,116,93,92,121,95,124,149,104,103,121,82,112,4775,4909,5320,5552,6878,8997,7700,7952,7296,7559,7898,7918,6640,5355,4239,3175,2161,2403,88432,1098,1165,31.15594499,4.66324924,5.46195847,BlockApportionment:US.BlockGroups,1,24,US,28529,78196,57437,2426,193,14023,78,243,3797,17.14031389,24.20988522,28.77020379,18.65823378,11.22323729,26.73131881,53.81775591,2.27313188,13.1393769,0.1808386,0.07308503,0.22768798,3.55774186,8,18,30,43,17,102251.600963739,-482741728.412764
25,143,City of Duarte,City of Duarte,143,4279.00872434,90.344882,1956.187,Low,75.62118513,,,,,21290,2.99,77283,1380,888,2941,228,3609,1313,2820,2103,15282,111,98,84,88,74,113,73,113,120,84,94,98,88,104,1114,1190,1234,1212,1259,1382,1408,1297,1346,1348,1382,1370,1317,1278,1128,759,572,694,17012,240,233,40.61863088,5.09724708,6.48102478,BlockApportionment:US.BlockGroups,1,25,US,10501,10789,5079,1368,58,3644,23,57,561,20.09394082,21.24001879,25.23720056,18.62376703,14.80976984,49.32362612,23.85627055,6.4255519,17.11601691,0.27242837,0.10803194,0.26773133,2.63503992,15,21,32,32,17,111881.563245142,-186392874.458516
26,112,City of Sierra Madre,City of Sierra Madre,112,1893.45061365,2.256588,25.2,Very Low,84.70764914,,,,,11316,2.28,106742,1,94,969,49,1030,906,3086,2387,8522,131,119,125,84,139,187,102,148,108,81,140,160,88,132,461,526,624,636,547,524,504,587,657,759,843,980,988,841,726,499,283,331,9305,125,111,17.08849558,5.06207602,5.17460331,BlockApportionment:US.BlockGroups,1,26,US,1900,9416,7725,195,30,1011,8,39,408,17.77129728,16.0038883,25.15022976,24.8232591,16.25132556,16.7903853,68.26617179,1.72322375,8.93425239,0.26511135,0.07069636,0.34464475,3.60551432,1,12,23,64,13.9,40134.2656904547,-82478378.8161756
27,175,City of Azusa,City of Azusa,175,6183.19869274,42.5,2056.056,Moderate,72,,,,,50978,3.46,67706,3798,2388,7569,753,6803,2641,4843,2352,31147,118,82,86,88,53,80,67,88,139,88,74,80,97,84,3587,3612,3511,4405,4717,4350,4037,3498,2900,3040,2934,2662,2342,1977,1417,912,575,502,38259,1107,1288,63.80313006,4.80387015,8.84106812,BlockApportionment:US.BlockGroups,1,27,US,35272,15707,9057,1132,110,4485,72,54,796,24.94997842,30.40331123,24.26929264,13.69414257,6.68131351,69.19063125,17.7664875,2.22056573,8.79791283,0.21577936,0.1412374,0.10592805,1.56145788,20,27,30,23,16.3,158950.482180238,-269339071.485399
28,111,City of San Gabriel,City of San Gabriel,111,2645.18937853,0.499664,20.076,Moderate,59.59172499,,,,,40603,3.16,63566,3679,2373,7797,416,3947,1835,7682,2361,30090,97,110,88,78,63,121,88,116,114,89,90,125,89,120,1869,2020,2232,2140,2253,2676,2913,2962,2614,2948,2939,2963,2740,2255,1851,1230,855,1142,33173,413,418,23.69807738,4.64057982,5.65665652,BlockApportionment:US.BlockGroups,1,28,US,10455,30148,3916,300,50,25220,26,39,596,18.29914046,21.3604906,28.23190405,19.59953698,12.50646504,25.74932887,9.64460754,0.73886166,62.11363692,0.12314361,0.06403468,0.09605202,1.46787183,20,27,19,33,17.5,96563.0192833416,-115223989.693592
29,057,City of Irwindale,City of Irwindale,57,6161.7724152,1295.688769,1915.028,Very Low,35.39054121,,,,,1484,3.75,65039,137,109,263,21,250,94,87,33,994,128,94,72,84,48,96,35,104,128,59,79,34,97,77,97,107,102,84,99,149,104,93,108,94,94,95,76,74,36,33,22,17,1130,18,17,39.72020103,6.28243894,6.7182045,BlockApportionment:US.BlockGroups,1,29,US,1325,159,80,14,2,48,2,2,10,23.85444744,26.07816712,26.21293801,16.50943396,7.27762803,89.28571429,5.39083558,0.94339623,3.23450135,0.13477089,0.13477089,0.13477089,0.67385445,25,29,35,12,18.3,131590.192451312,-268405732.779815
30,008,City of San Marino,City of San Marino,8,2410.70087739,1.987977,26.621,Very Low,41.06000951,,,,,13127,3.03,191916,114,71,523,40,1091,272,3348,3975,9434,76,76,121,71,159,159,112,166,107,72,152,194,72,148,471,724,979,981,538,432,506,701,717,863,997,1114,1037,935,758,570,409,395,10284,166,146,11.36403165,3.25628311,4.25951573,BlockApportionment:US.BlockGroups,1,30,US,880,12247,4217,46,1,7588,2,25,368,21.65765217,13.6207816,24.97143292,23.50879866,16.24133465,6.70374038,32.12462863,0.35042279,57.80452502,0.00761789,0.01523577,0.19044717,2.80338234,2,6,14,78,10.9,56804.1494708579,-105009710.179177
31,054,City of Baldwin Park,City of Baldwin Park,54,4338.31411063,0.275162,21.147,Very High,21.61898257,,,,,76518,4.38,61507,9630,5515,13572,1283,7925,3035,5453,1186,47599,126,70,70,78,37,73,45,79,119,73,62,51,94,64,5710,5851,5787,5557,6015,6966,6367,5414,4496,4634,4377,3963,3467,2912,2132,1344,814,712,55866,1136,1116,59.03196043,5.35850365,10.07822716,BlockApportionment:US.BlockGroups,1,31,US,61326,15192,2774,592,85,11203,63,88,387,26.98972791,28.22865208,24.72751509,13.51577407,6.53702397,80.14584804,3.62529078,0.77367417,14.6409995,0.11108497,0.08233357,0.11500562,0.50576335,32,31,23,14,16.1,87678.9805930253,-188976206.752155
32,093,City of Covina ,City of Covina ,93,4501.57113124,1.009688,48.877,Moderate,40.34033675,,,,,49323,3.03,76847,2101,2427,7636,712,8492,3185,6914,2456,33923,118,100,100,82,73,101,75,106,145,94,90,90,87,97,2864,2960,3095,3093,3388,4097,3896,3262,3022,3086,3175,3275,2932,2310,1787,1202,857,1022,38566,621,634,47.1096687,5.03367926,7.69692171,BlockApportionment:US.BlockGroups,1,32,US,27261,22062,13072,1695,129,5979,69,86,1032,21.80929789,25.61887963,25.43438153,17.26780609,9.86963486,55.27036068,26.50284857,3.43653062,12.12213369,0.26154127,0.13989417,0.17436085,2.09233015,13,25,34,28,16.7,186570.665212173,-196087673.609144
33,115,City of El Monte,City of El Monte,115,6153.3618882,0.385383,44.247,Very High,41.61208175,,,,,115476,4.06,48678,18302,10609,18562,1310,10135,4337,7420,1902,72577,126,54,72,75,31,59,54,60,113,86,49,71,94,56,8605,8658,8543,8278,8815,9880,9178,8185,7046,7053,6728,6055,5342,4584,3345,2306,1436,1439,84743,1672,1679,50.63302402,5.23915402,7.51592643,BlockApportionment:US.BlockGroups,1,33,US,79288,36188,4699,448,120,30173,78,110,560,26.61418823,27.03938481,25.12383526,13.83923932,7.38335238,68.66188645,4.06924383,0.3879594,26.12923898,0.1039177,0.0675465,0.09525789,0.48494925,40,27,20,13,16.7,106802.994192705,-268039371.689121
34,089,City of South Pasadena,City of South Pasadena,89,2185.76252878,3.1288,80.892,Low,54.77866798,,,,,25899,2.48,102323,339,280,1666,78,2498,1423,6280,6306,18870,114,120,128,97,109,151,97,149,141,94,122,142,80,119,1188,1359,1406,1487,1589,2160,1511,1804,1694,1804,1949,2107,1766,1353,1057,740,452,473,21012,278,275,15.02732765,3.05219007,4.81791391,BlockApportionment:US.BlockGroups,1,34,US,5101,20798,10086,702,25,8825,6,74,1080,18.86945442,22.44488204,27.99721997,20.17838527,10.5100583,19.69574115,38.94358856,2.71052936,34.0746747,0.09652882,0.02316692,0.28572532,4.17004518,3,9,21,67,13.7,43163.8871951618,-95211434.9067046
35,028,City of Temple City,City of Temple City,28,2576.56929167,0.5,19,High,23.43485859,,,,,36468,3.08,78722,2303,1418,5486,408,4151,2564,7563,3419,27312,96,103,81,64,67,136,91,135,102,87,95,169,87,123,1459,1665,1861,2030,2139,2419,2342,2238,2125,2443,2649,2852,2635,2398,1860,1374,933,1046,30241,409,379,22.75690936,4.90221444,6.12214256,BlockApportionment:US.BlockGroups,1,35,US,7152,29315,7013,239,35,21315,27,39,649,17.07524405,21.08149611,25.92683997,21.62169573,14.29472414,19.61171438,19.2305583,0.65536909,58.4485028,0.09597455,0.07403751,0.10694307,1.77964243,14,22,25,40,14.9,60719.0282842667,-112234909.40395
36,098,City of Rosemead,City of Rosemead,98,3310.64067605,0.993771,54.7,Moderate,46.16214059,,,,,54860,3.78,54282,8708,3847,10225,549,5721,2382,5795,1633,38860,114,97,78,80,49,99,62,97,118,74,77,75,91,95,2802,3005,3175,3458,3559,4198,4126,3848,3430,3652,3689,3641,3365,2945,2272,1503,1046,1145,43761,682,659,35.42412706,5.95415702,6.24340107,BlockApportionment:US.BlockGroups,1,36,US,18208,36652,2091,136,50,33935,14,26,400,20.23149836,24.10499453,26.64783084,18.13889902,10.87495443,33.18993802,3.81152023,0.24790376,61.85745534,0.09114109,0.0255195,0.04739336,0.72912869,32,28,21,19,16.9,94474.1497286564,-144210931.003352
